ID,title,author,rating,genre
930,Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),Blake Pierce,4.5,"Fiction , Mystery &amp, Detective , Women Sleuths"
931,Maigret Goes to School,Georges Simenon,4.0,"Fiction , Mystery &amp, Detective , General"
932,Shall We Tell the President?,Jeffrey Archer,4.5,"Fiction , Mystery &amp, Detective , International Mystery &amp, Crime"
933,All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,4.5,none
934,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,"Self-Help , Motivational &amp, Inspirational"
935,It,Stephen King,4.5,"Fiction , Thrillers , Supernatural"
936,Now or Never: A Novel,Elizabeth Adler,4.5,none
937,Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,4.7,none
938,Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,4.6,"Fiction , General"
939,Summary: Think and Grow Rich,Nine99 Innovation Lab,,"Business & Economics , Accounting , General"
940,Heart and Brain: An Awkward Yeti Collection,The Awkward Yeti,4.7,"Humor , Form , Comic Strips &amp, Cartoons"
941,Sword of Destiny: Witcher 2: Tales of the Witcher,Andrzej Sapkowski,4.8,none
942,We,Yevgeny Zamyatin,4.3,"Fiction , Fantasy , General"
943,"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,4.7,none
944,Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,4.0,none
945,Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,4.7,"Comics &amp, Graphic Novels , Superheroes"
946,Rework,Jason Fried,4.1,none
947,Blue Moon: A Jack Reacher Novel,Lee Child,4.4,"Fiction , Action &amp, Adventure"
948,Little Girl Lost: A Lucy Black Thriller,Brian McGilloway,4.0,none
949,Tall Tales and Wee Stories: The Best of Billy Connolly,Billy Connolly,5.0,"Performing Arts , Television , Genres , Comedy"
950,Strawberry Shortcake Murder,Joanne Fluke,4.0,"Fiction , Mystery &amp, Detective , Women Sleuths"
951,Captivate: The Science of Succeeding with People,Vanessa Van Edwards,4.4,none
952,Moby Dick. Illustrated edition,Melville Herman,5.0,"Fiction , Action & Adventure"
953,The Last of Us: American Dreams #1,Faith Erin Hicks,4.6,"Comics & Graphic Novels , General"
954,Find Me: A Novel,André Aciman,4.7,none
955,Shantaram,Gregory David Roberts,4.5,"Fiction , Psychological"
956,Candide,Voltaire,4.5,none
957,A Forge of Valor (Kings and Sorcerers--Book 4),Morgan Rice,4.5,none
958,We,Yevgeny Zamyatin,4.3,"Fiction , Fantasy , Epic"
959,Bring Me Back,B A Paris,3.8,none
960,My Little Pony: The Feats of Friendship #2,Ian Flynn,5.0,"Comics & Graphic Novels , Fantasy"
961,Morning Star,Pierce Brown,4.8,"Fiction , Action &amp, Adventure"
962,How to Win Friends and Influence People,Dale Carnegie,4.4,none
963,Batman: The Man Who Laughs,Ed Brubaker,4.5,"Comics &amp, Graphic Novels , Superheroes"
964,And Then There Were None,Agatha Christie,4.6,"Fiction , Mystery &amp, Detective , General"
965,God of War: The Official Novelization,J.M. Barlog,4.5,"Fiction , Action &amp, Adventure"
966,Total Control,David Baldacci,4.0,none
967,Candide,Voltaire,4.5,none
968,Watching (The Making of Riley Paige—Book 1),Blake Pierce,4.6,"Fiction , Mystery &amp, Detective , Women Sleuths"
969,Principles: Life and Work,Ray Dalio,4.7,"Business &amp, Economics , Leadership"
970,My Little Pony: The Feats of Friendship #2,Ian Flynn,5.0,"Comics & Graphic Novels , Fantasy"
971,You'll Never See Daylight Again,Michaella McCollum,4.3,"Social Science , Criminology"
972,10 Ways to be annoying,James Fries,,none
973,The Mysterious Affair at Styles (Poirot),Agatha Christie,4.6,"Fiction , Thrillers , Military"
974,How to Win Friends and Influence People,Dale Carnegie,4.4,"Business &amp, Economics , Human Resources &amp, Personnel Management"
975,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,4.6,none
976,All-New Wolverine Vol. 1: The Four Sisters,Tom Taylor,4.5,"Comics &amp, Graphic Novels , Superheroes"
977,"The Complete Works of William Shakespeare: All 213 Plays, Poems, Sonnets, Apocryphal Plays + The Biography: The Life of William Shakespeare by Sidney Lee: Hamlet - Romeo and Juliet - King Lear - A Midsummer Night’s Dream - Macbeth - The Tempest - Othello and many more",William Shakespeare,4.7,"Poetry , European , none, Irish, Scottish, Welsh"
978,Darksiders: The Abomination Vault: A Novel,Ari Marmell,4.5,none
979,Principles: Life and Work,Ray Dalio,4.7,none
980,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,none
981,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,none
982,A Crown of Swords: Book Seven of 'The Wheel of Time',Robert Jordan,4.6,none
983,Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,4.4,none
984,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,"Fiction , Crime"
985,The Shadow Rising: Book Four of 'The Wheel of Time',Robert Jordan,4.7,none
986,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,"Fiction , Psychological"
987,"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,4.2,"Fiction , Fantasy , Epic"
988,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5.0,"Business &amp, Economics , Workplace Culture"
989,The Call of Cthulhu,H. P. Lovecraft,4.9,none
990,In Dark Company: A Kate Burkholder Short Story,Linda Castillo,4.3,"Fiction , Mystery &amp, Detective , Women Sleuths"
991,A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,4.7,"Fiction , Mystery & Detective , General"
992,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.6,"Biography &amp, Autobiography , Rich &amp, Famous"
993,Maigret Goes to School,Georges Simenon,4.0,"Fiction , Crime"
994,Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.8,none
995,Summary: Think and Grow Rich,Nine99 Innovation Lab,,"Business & Economics , Accounting , General"
996,Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,3.9,"Fiction , Mystery & Detective , Amateur Sleuth"
997,Business Strategy (The Brian Tracy Success Library),Brian Tracy,,none
998,Bring Me Back,B A Paris,3.8,"Fiction , Thrillers , Suspense"
999,Shall We Tell the President?,Jeffrey Archer,4.5,"Fiction , Thrillers , Suspense"
1000,"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,4.6,"Fiction , Small Town &amp, Rural"
1001,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,none
1002,Rogues,George R. R. Martin,4.1,"Fiction , Fantasy , Collections &amp, Anthologies"
1003,The Guardians: A Novel,John Grisham,4.5,"Fiction , Thrillers , Legal"
1004,The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,4.6,"Fiction , Science Fiction , Action &amp, Adventure"
1005,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,none
1006,"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,4.5,"Fiction , Action &amp, Adventure"
1007,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,"Fiction , Thrillers , Terrorism"
1008,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,4.4,none
1009,Principles: Life and Work,Ray Dalio,4.7,none
1010,The Art of Thinking Clearly,Rolf Dobelli,4.3,none
1011,The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,4.4,none
1012,We,Yevgeny Zamyatin,4.3,"Fiction , Science Fiction , General"
1013,No One Is Too Small to Make a Difference,Greta Thunberg,5.0,none
1014,"Goals!: How to Get Everything You Want -- Faster Than You Ever Thought Possible, Edition 2",Brian Tracy,4.3,"Business &amp, Economics , Motivational"
1015,My Little Pony: Friendship is Magic #83,Thom Zahler,5.0,"Comics & Graphic Novels , Fantasy"
1016,Her Royal Spyness,Rhys Bowen,3.8,"Fiction , Mystery &amp, Detective , Historical"
1017,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,4.4,none
1018,"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,4.1,none
1019,The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,4.1,"Business &amp, Economics , Investments &amp, Securities , Stocks"
1020,The Raven,Edgar Allan Poe,3.9,"Fiction , General"
1021,Marketing (The Brian Tracy Success Library),Brian Tracy,,"Business &amp, Economics , Customer Relations"
1022,Moby Dick. Illustrated edition,Melville Herman,5.0,"Fiction , Action & Adventure"
1023,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,"Fiction , Fantasy , Epic"
1024,Personal Success (The Brian Tracy Success Library),Brian Tracy,,"Business &amp, Economics , Motivational"
1025,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,"Business &amp, Economics , Finance , General"
1026,15 Delicious Slow Cooker Recipes,Sallie Stone,5.0,none
1027,The Punisher Vol. 1: Black and White,Natahan Edmondson,4.5,none
1028,Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,3.8,none
1029,Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,4.3,"Business &amp, Economics , Development , Business Development"
1030,Find Me: A Novel,André Aciman,4.7,none
1031,10 Ways to be less consumerist,James Fries,,"Self-Help , Personal Growth , General"
1032,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,"Fiction , Thrillers , General"
1033,In Dark Company: A Kate Burkholder Short Story,Linda Castillo,4.3,none
1034,Marvel Universe Vs. The Punisher: Volume 1,Jonathan Maberry,4.2,none
1035,A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,4.7,"Fiction , Mystery & Detective , General"
1036,War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,4.3,"Fiction , Literary"
1037,Permanent Record,Edward Snowden,4.6,"Biography &amp, Autobiography , Social Activists"
1038,Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,4.5,none
1039,Auberon,James S. A. Corey,4.7,none
1040,Young Justice Vol. 1,Art Baltazar,4.1,none
1041,In Dark Company: A Kate Burkholder Short Story,Linda Castillo,4.3,"Fiction , Mystery &amp, Detective , Police Procedural"
1042,Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,4.5,"Fiction , Action &amp, Adventure"
1043,Green Lantern: Secret Origin,Geoff Johns,4.6,none
1044,Antiques Knock-Off,Barbara Allan,4.3,none
1045,"The Power of Focus: How to Hit Your Business, Personal and Financial Targets with Confidence and Certainty",Jack Canfield,4.7,"Business &amp, Economics , General"
1046,The Mysterious Affair at Styles,Agatha Christie,4.4,"Fiction , Mystery &amp, Detective , Traditional"
1047,"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,4.5,"Fiction , Fantasy , General"
1048,"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,4.1,"Fiction , Mystery &amp, Detective , General"
1049,The Black Box,Michael Connelly,4.0,"Fiction , Thrillers , Legal"
1050,Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,5.0,"Business &amp, Economics , Personal Finance , Investing"
1051,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,"Fiction , Science Fiction , General"
1052,How To Win Friends and Influence People,Dale Carnegie,4.3,"Business &amp, Economics , General"
1053,Kingdom Of Strangers,Zoe Ferraris,4.5,"Fiction , Crime"
1054,Invincible #118,Robert Kirkman,4.0,"Comics & Graphic Novels , Superheroes"
1055,War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,4.3,none
1056,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,4.3,none
1057,Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,none
1058,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,"Business &amp, Economics , Personal Finance , General"
1059,Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,3.8,none
1060,HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,3.6,none
1061,The Marine's E-Mail Order Bride: Heroes of Chance Creek Volume 4,Cora Seton,4.7,none
1062,Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,4.5,none
1063,Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,,none
1064,Batman: Earth One,Geoff Johns,4.4,"Comics &amp, Graphic Novels , Superheroes"
1065,Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,4.4,"Fiction , Mystery &amp, Detective , Women Sleuths"
1066,Furies of Calderon,Jim Butcher,4.7,"Fiction , Fantasy , Epic"
1067,Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,4.7,none
1068,'Salem's Lot,Stephen King,4.4,"Fiction , Horror"
1069,"Shadowbred: The Twilight War, Book 1",Paul S. Kemp,4.6,none
1070,The Art of Super Mario Odyssey,Nintendo,3.9,none
1071,We,Yevgeny Zamyatin,4.3,none
1072,The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,none
1073,The Magic of Thinking Big,David J. Schwartz,4.6,none
1074,The Man in the High Castle,Philip K. Dick,4.0,none
1075,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,"Young Adult Fiction , Science Fiction , Alien Contact"
1076,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,"Fiction , War &amp, Military"
1077,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,4.6,none
1078,Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,4.0,"Comics &amp, Graphic Novels , Superheroes"
1079,Rework,Jason Fried,4.1,"Business &amp, Economics , Motivational"
1080,"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,4.2,"Fiction , Fantasy , General"
1081,One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,none
1082,The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,,none
1083,Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,4.6,none
1084,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,4.4,"Business &amp, Economics , Leadership"
1085,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,4.0,"Psychology , General"
1086,Business Strategy (The Brian Tracy Success Library),Brian Tracy,,"Business &amp, Economics , Motivational"
1087,Shattered Bonds,Faith Hunter,4.8,none
1088,Shantaram,Gregory David Roberts,4.5,"Fiction , Mystery &amp, Detective , International Mystery &amp, Crime"
1089,Batman: Arkham Knight Vol. 3,Peter J. Tomasi,4.3,"Comics &amp, Graphic Novels , Superheroes"
1090,Edgedancer: From the Stormlight Archive,Brandon Sanderson,4.8,"Fiction , Fantasy , Action &amp, Adventure"
1091,The Law of Success in Sixteen Lessons,Napoleon Hill,4.7,"Self-Help , Personal Growth , Success"
1092,Shantaram,Gregory David Roberts,4.5,"Fiction , Literary"
1093,"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,4.6,"Business &amp, Economics , Motivational"
1094,Rework,Jason Fried,4.1,none
1095,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,"Juvenile Fiction , Science Fiction"
1096,The Jump,Doug Johnstone,4.1,"Fiction , Crime"
1097,Diabolical,Jana DeLeon,4.8,"Fiction , Mystery &amp, Detective , Private Investigators"
1098,Batman: Earth One,Geoff Johns,4.4,none
1099,Immortal Hulk Vol. 1: Or Is He Both?,Al Ewing,4.4,none
1100,Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,,none
1101,"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,"Computers , Software Development &amp, Engineering , General"
1102,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.2,"Fiction , Mystery &amp, Detective , General"
1103,The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,"Business &amp, Economics , Personal Finance , Money Management"
1104,Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,3.9,"Fiction , Mystery & Detective , Amateur Sleuth"
1105,The Mysterious Affair at Styles,Agatha Christie,4.4,"Fiction , Mystery &amp, Detective , Amateur Sleuth"
1106,"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,4.7,none
1107,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,"Fiction , Crime"
1108,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,"Fiction , Science Fiction , Humorous"
1109,Auberon,James S. A. Corey,4.7,"Fiction , Science Fiction , General"
1110,The Choice of Magic,Michael G. Manning,4.8,"Fiction , Fantasy , Epic"
1111,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,4.3,"Juvenile Fiction , Fantasy &amp, Magic"
1112,The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,,"Business &amp, Economics , Accounting , Managerial"
1113,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,"Fiction , Crime"
1114,The Man in the High Castle,Philip K. Dick,4.0,"Fiction , Alternative History"
1115,The Red Signal: An Agatha Christie Short Story,Agatha Christie,5.0,"Fiction , Mystery &amp, Detective , Amateur Sleuth"
1116,The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,,none
1117,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.6,"Biography &amp, Autobiography , Business"
1118,Antiques Chop,Barbara Allan,4.5,none
1119,The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,"Fiction , Thrillers , Crime"
1120,"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,4.3,"Fiction , Fantasy , Military"
1121,The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,4.8,"Fiction , Fantasy , Action &amp, Adventure"
1122,Shattered Bonds,Faith Hunter,4.8,none
1123,"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,4.7,"Business &amp, Economics , Motivational"
1124,(FREE SAMPLE) Super 10 Sample Papers for CBSE Class 10 English Language Literature 2nd Edition,Disha Experts,5.0,none
1125,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,none
1126,The Raven,Edgar Allan Poe,3.9,"Poetry , American , General"
1127,Captivate: The Science of Succeeding with People,Vanessa Van Edwards,4.4,"Business &amp, Economics , Personal Success"
1128,The Queen of Nothing (The Folk of the Air #3),Holly Black,5.0,"Young Adult Fiction , Fairy Tales &amp, Folklore , General"
1129,No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,none
1130,Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,4.6,none
1131,The Secret,Rhonda Byrne,4.1,none
1132,Bring Me Back,B A Paris,3.8,"Fiction , Psychological"
1133,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,4.6,none
1134,Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,4.3,none
1135,Avengers Vol. 1: Avengers World,Jonathan Hickman,4.2,none
1136,The Fires of Heaven: Book Five of 'The Wheel of Time',Robert Jordan,4.6,none
1137,Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,4.0,"Business &amp, Economics , Organizational Development"
1138,"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,4.0,"Business &amp, Economics , Finance , General"
1139,The Mysterious Affair at Styles (Poirot),Agatha Christie,4.6,"Fiction , Horror"
1140,Mighty Thor Vol. 2: Lords Of Midgard,Jason Aaron,3.3,none
1141,The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,4.7,none
1142,Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,3.3,"Fiction , Mystery &amp, Detective , Private Investigators"
1143,The Jump,Doug Johnstone,4.1,"Fiction , Mystery &amp, Detective , General"
1144,The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,4.7,"Fiction , Fantasy , Action &amp, Adventure"
1145,The Black Box,Michael Connelly,4.0,"Fiction , Mystery &amp, Detective , Police Procedural"
1146,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5.0,"Business &amp, Economics , Business Communication , Meetings &amp, Presentations"
1147,The Raven,Edgar Allan Poe,3.9,none
1148,No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,"Fiction , Thrillers , Crime"
1149,"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,4.5,"Fiction , Media Tie-In"
1150,"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,4.3,none
1151,The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,none
1152,How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,none
1153,And Then There Were None,Agatha Christie,4.6,none
1154,Death of a Bachelorette,Laura Levine,4.0,none
1155,The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,4.8,none
1156,The Choice of Magic,Michael G. Manning,4.8,none
1157,You'll Never See Daylight Again,Michaella McCollum,4.3,"True Crime , Organized Crime"
1158,Personal Success (The Brian Tracy Success Library),Brian Tracy,,"Self-Help , Personal Growth , Self-Esteem"
1159,Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.8,none
1160,Dark Matter: A Novel,Blake Crouch,4.4,"Fiction , Science Fiction , Action &amp, Adventure"
1161,10 Ways to be annoying,James Fries,,none
1162,Now or Never: A Novel,Elizabeth Adler,4.5,"Fiction , Thrillers , Crime"
1163,A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,4.5,none
1164,We Should All Be Feminists,Chimamanda Ngozi Adichie,4.2,"Social Science , Feminism &amp, Feminist Theory"
1165,Venomized,Cullen Bunn,4.5,none
1166,Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.6,"Business &amp, Economics , Industries , Computers &amp, Information Technology"
1167,We,Yevgeny Zamyatin,4.3,"Fiction , Classics"
1168,Find Me: A Novel,André Aciman,4.7,"Fiction , Literary"
1169,Kiss the Girls and Make Them Cry,Mary Higgins Clark,4.0,"Fiction , Thrillers , Suspense"
1170,Personal Success (The Brian Tracy Success Library),Brian Tracy,,"Self-Help , Personal Growth , Success"
1171,The Complete Art of War,Sun Tzu,4.7,none
1172,Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,5.0,"Comics &amp, Graphic Novels , Media Tie-In"
1173,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.7,none
1174,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.7,"Juvenile Fiction , Comics &amp, Graphic Novels , General"
1175,The Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,4.7,"Fiction , Mystery &amp, Detective , Collections &amp, Anthologies"
1176,Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,3.9,"Fiction , Mystery & Detective , Amateur Sleuth"
1177,After Anna,Alex Lake,4.1,none
1178,Captivate: The Science of Succeeding with People,Vanessa Van Edwards,4.4,"Psychology , Social Psychology"
1179,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5.0,"Self-Help , General"
1180,The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,none
1181,The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,4.8,"Fiction , Fantasy , General"
1182,And Then There Were None,Agatha Christie,4.6,"Fiction , Mystery &amp, Detective , Cozy , General"
1183,The Raven,Edgar Allan Poe,3.9,none
1184,Platform: Get Noticed in a Noisy World,Michael Hyatt,4.6,"Business &amp, Economics , General"
1185,Management (The Brian Tracy Success Library),Brian Tracy,,"Business &amp, Economics , Reference"
1186,"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,4.5,"Fiction , Media Tie-In"
1187,The Man in the High Castle,Philip K. Dick,4.0,"Fiction , Literary"
1188,Kings and Sorcerers Bundle (Books 2 and 3),Morgan Rice,4.5,"Fiction , Fantasy , Epic"
1189,Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,4.0,"Fiction , Mystery &amp, Detective , Women Sleuths"
1190,The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,4.7,"Fiction , Fantasy , Epic"
1191,Furies of Calderon,Jim Butcher,4.7,"Fiction , Fantasy , Action &amp, Adventure"
1192,The Last of Us: American Dreams #1,Faith Erin Hicks,4.6,"Comics & Graphic Novels , General"
1193,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5.0,"Self-Help , Self-Management , Stress Management"
1194,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5.0,none
1195,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,4.0,none
1196,Mrs. Pollifax Unveiled,Dorothy Gilman,3.9,none
1197,Home Work: A Memoir of My Hollywood Years,Julie Andrews,5.0,"Music , Genres &amp, Styles , Musicals"
1198,Avengers Vol. 1: Avengers World,Jonathan Hickman,4.2,"Comics &amp, Graphic Novels , Superheroes"
1199,'Salem's Lot,Stephen King,4.4,"Fiction , General"
1200,Batman: Earth One,Geoff Johns,4.4,none
1201,"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,4.0,none
1202,Antiques Chop,Barbara Allan,4.5,"Fiction , Mystery &amp, Detective , Cozy , General"
1203,No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,"Fiction , Thrillers , Suspense"
1204,A Trace of Vice (a Keri Locke Mystery--Book #3),Blake Pierce,4.8,none
1205,I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,"Fiction , Mystery &amp, Detective , International Mystery &amp, Crime"
1206,How To Win Friends and Influence People,Dale Carnegie,4.3,none
1207,Forever Evil,Geoff Johns,4.6,"Comics &amp, Graphic Novels , Superheroes"
1208,Principles: Life and Work,Ray Dalio,4.7,"Business &amp, Economics , Personal Finance , Investing"
1209,The Mysterious Affair at Styles (Poirot),Agatha Christie,4.6,"Fiction , Mystery &amp, Detective , Traditional"
1210,Batman: The Man Who Laughs,Ed Brubaker,4.5,none
1211,Platform: Get Noticed in a Noisy World,Michael Hyatt,4.6,"Computers , Web , Social Media"
1212,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5.0,"Family &amp, Relationships , Life Stages , School Age"
1213,Legacy,Shannon Messenger,4.9,"Juvenile Fiction , Social Themes , Friendship"
1214,10 Ways to be less consumerist,James Fries,,none
1215,My Little Pony: The Feats of Friendship #2,Ian Flynn,5.0,"Comics & Graphic Novels , Fantasy"
1216,The Guardians: A Novel,John Grisham,4.5,none
